"id","x01_pre","x01_post","x02_pre","x02_post","x03_pre","x03_post","x04_pre","x04_post","x05_pre","x05_post","x06_pre","x06_post","x07_pre","x07_post","x08_pre","x08_post","x09_pre","x09_post","x10_pre","x10_post","x11_pre","x11_post","x12_pre","x12_post","x13_pre","x13_post","x14_pre","x14_post","x15_pre","x15_post","x16_pre","x16_post","x17_pre","x17_post","x18_pre","x18_post"
1,-1.65302322454212,0.85832349341426,0.571635170958687,-1.52201355477626,-1.64606513861172,0.606527490861022,-0.614958102068627,1.56607297770269,-1.33668872246622,0.121129801047276,-1.54345163782219,1.30461534883276,-0.0364668539077551,-1.56830115389449,1.03057104449349,-1.12266159106443,-0.982542159577077,1.19083821837652,-1.55193980378576,1.51558572977321,-1.16559474039134,1.86366399173696,0.982750409136974,0.940171841388648,-0.940677525800265,-1.21193064956599,-0.49219592678888,-1.16678837485862,-0.909082190180163,1.52602631580818,0.137357757262587,2.42174232315871,-1.46122303641497,-0.136116739605541,-0.943593761720004,-0.788183414415361
2,-0.844275443937782,-0.95212668380438,0.66190929970574,1.58057756500707,-0.949787762733377,-0.878309786989934,-0.614958102068627,-0.821086855317265,-0.875013665332545,-1.10664845446593,-0.877411067591101,-1.46218784114807,-0.295207864967543,-0.68190239835052,0.138960869870413,-1.03531089807821,-0.817119807286699,-0.576148283247726,0.976325461086418,-0.680143184640184,-0.977024038634217,-1.06963813610255,-1.52032328251105,-1.45918633617369,-0.550619219647465,-1.21193064956599,-0.269286525294828,-0.693723156208459,0.183282699633098,-0.218273499266798,-1.00494768453046,-0.64292282497008,-0.495612290703789,-0.266404068521336,-0.486521360886842,0.856625111465434
3,0.111517387685528,-1.02454469089313,0.571635170958687,1.09579770254092,-0.0794410428854484,-0.945802390528614,0.0751329564033635,-0.688466864593934,-0.598008631052341,-0.861092803363286,-0.306519150250166,-1.22503328200685,0.912250186644801,0.0936965127504532,-0.653581507572323,-0.161803968216074,-0.320852750415565,-0.428899408112373,-0.19056619962382,-0.680143184640184,-1.16559474039134,-1.06963813610255,0.48213567080737,0.201907786754084,-0.550619219647465,-0.601458483286975,-1.16092413127104,-1.16678837485862,0.105256636075007,0.288136124464649,-0.338602843484517,-0.840643157107421,0.515979919088876,0.0810288085874525,-0.577935841053475,-0.568875610964588
4,0.368846226968727,0.0979344189824311,-0.511654374005947,-0.503975843597355,0.79090567696248,0.336557076706303,0.918577583424685,-0.356916887785608,0.417676494641739,0.428074364925576,-0.401667803140322,0.276945592554169,-0.208960861280947,0.204496357193449,-1.94146287091677,0.274949496714995,-0.651697454996321,-0.281650532977019,-1.74642174723747,-0.680143184640184,-1.35416544214846,-0.790276028689263,-0.76940117501664,-1.27462032251504,0.749575134195202,0.741580282526856,-1.38383353276509,-1.16678837485862,-0.831056126622073,-1.7937701064313,0.994086838607375,0.147958503579286,1.25168334439263,0.298174356780446,-0.212277920386945,0.418009504563889
5,-1.46921691076841,-0.626245651905025,1.06814287906748,-0.164629939871054,-1.64606513861172,-1.21577280468333,-1.22837237626595,1.30083299625602,-1.79836377959989,1.28751914378482,-0.877411067591101,-1.46218784114807,-1.58891292026648,1.20169495718041,0.238028667050755,1.32315781254956,-1.14796451186746,-1.01789490865379,-1.74642174723747,-1.18684985719712,-1.35416544214846,-0.65059497498262,-0.268786436687036,0.571039814071366,-1.2007163965688,0.741580282526856,-0.49219592678888,0.725472499742027,-1.92342101643533,0.963348956106577,-1.19533192482931,0.83997966605998,-0.403649362540819,-0.830982493823119,-0.943593761720004,1.51454852181775
6,1.58196789787524,2.63256466708853,-0.240831987764789,-2.54005126595516,1.7482870687952,1.95637956163462,0.151809740678029,2.03024294523434,1.52569663176255,2.14696392264406,0.93041333732186,2.17418206568388,0.222274157152033,-0.460302709464528,-1.04985269629369,0.274949496714995,0.175414306455569,-0.134401657841665,1.55977129144154,1.8533901781445,0.154400171908516,1.86366399173696,-1.01970854418144,0.201907786754084,-0.0305414781103983,1.59624131531748,-0.715105328282932,-0.220657937558297,1.7438039707949,1.75109725968883,-0.719371324082201,-0.0497618285580557,-0.909445467437152,-0.700695164907323,-0.943593761720004,0.308355602838503
7,0.809981380025639,0.822114489869887,-0.150557859017736,-1.27962362354319,0.355732317038516,0.741512697938382,0.611870446326023,0.836663028724367,0.510011506068473,0.305296539374256,0.740116031541548,1.3836668685465,-0.553948876027331,-0.238703020578535,0.337096464231097,-0.685908126133357,1.33337077248821,0.45459384269975,-0.968493973430644,-0.0045342878976013,-0.599882635119973,0.606534508377169,-0.519093805851838,-1.27462032251504,-0.680638655031732,0.741580282526856,-1.60674293425914,-1.4033209841837,-0.987108253738253,-0.499612179117602,-0.719371324082201,-0.74178299103875,-1.00140839560012,-1.00469893237751,-0.303692400553577,-0.349567807513816
8,3.19946345908391,0.315188440248668,1.02300581469395,1.28970964752738,1.13904436490165,0.539034887322342,1.91537577899534,-1.28525682284892,1.43336162033582,-0.554148239484986,1.02556199021202,1.30461534883276,2.46469625300353,1.20169495718041,1.42684223321486,-0.860609512105785,2.82217194310162,1.63258484378258,1.75425323489324,-1.52465430556841,3.17153140002247,1.72398293803031,-0.268786436687036,0.0173417730954427,2.82988610034347,0.619485849271053,1.06816988366948,1.43507032771727,1.58775184367872,-1.45616369061033,4.32581104383711,2.42174232315871,3.73468240479281,1.34047298810681,3.53571576644498,1.29524071836698
9,-0.109050188842928,-1.13317170152624,-0.73733969587358,0.465583881334935,0.355732317038516,-1.41825061529937,0.84190079915002,-0.0916769063389467,0.140671460361535,0.857796754355197,-0.306519150250166,-1.06693024257938,-0.295207864967543,-1.1251017761225,0.0398930726900708,1.06110573359092,0.671681363326702,-0.134401657841665,0.392879630731299,-1.52465430556841,0.53154157542276,0.606534508377169,0.231828301642568,1.86300190968185,0.749575134195202,-1.21193064956599,0.62235108068138,-0.930255765533541,0.105256636075007,0.963348956106577,1.47004743935448,1.53200082854067,0.469998455007391,-1.04812804201611,0.519037920946114,-0.788183414415361
10,-0.256095239861899,0.315188440248668,1.06814287906748,0.174715963855248,-0.862753090748584,0.606527490861022,-0.38492774924463,-1.21894682748726,-0.321003596772138,-1.29081519279291,-1.16285702626157,-0.434518084869472,0.653509175585013,0.980095268294423,0.53523205859178,-1.12266159106443,-0.486275102705943,1.63258484378258,-0.774012029978938,1.51558572977321,-0.599882635119973,-0.790276028689263,-0.76940117501664,-1.27462032251504,-0.0305414781103983,0.00901368299203895,-0.046377123800776,1.19853771839219,0.807491208097818,-1.45616369061033,0.42293411771085,-1.13722365531343,0.607942847251846,2.03533874232439,-0.39510688072021,-0.349567807513816
